t_qh,solar_e_prod_normalized,ambient_temperature_deg_c
28220,0,11.6
28221,0,11.5
28222,0,11.5
28223,0,11.5
28224,0,11.5
28225,0,11.3
28226,0,11.3
28227,0,11.3
28228,0,11.3
28229,0,11.2
28230,0,11.2
28231,0,11.2
28232,0,11.2
28233,0,9.8
28234,0,9.8
28235,0,9.8
28236,0,9.8
28237,0,10.9
28238,0,10.9
28239,0,10.9
28240,0,10.9
28241,0,11
28242,0,11
28243,0,11
28244,0,11
28245,0,11
28246,0,11
28247,0,11
28248,0,11
28249,0.016666667,10.6
28250,0.016666667,10.6
28251,0.016666667,10.6
28252,0.016666667,10.6
28253,0.055555556,10.8
28254,0.055555556,10.8
28255,0.055555556,10.8
28256,0.055555556,10.8
28257,0.105555556,10.7
28258,0.105555556,10.7
28259,0.105555556,10.7
28260,0.105555556,10.7
28261,0.241666667,11.4
28262,0.241666667,11.4
28263,0.241666667,11.4
28264,0.241666667,11.4
28265,0.3,11.7
28266,0.3,11.7
28267,0.3,11.7
28268,0.3,11.7
28269,0.316666667,12
28270,0.316666667,12
28271,0.316666667,12
28272,0.316666667,12
28273,0.4,12.1
28274,0.4,12.1
28275,0.4,12.1
28276,0.4,12.1
28277,0.302777778,12.2
28278,0.302777778,12.2
28279,0.302777778,12.2
28280,0.302777778,12.2
28281,0.188888889,12.2
28282,0.188888889,12.2
28283,0.188888889,12.2
28284,0.188888889,12.2
28285,0.063888889,12.1
28286,0.063888889,12.1
28287,0.063888889,12.1
28288,0.063888889,12.1
28289,0.002777778,12
28290,0.002777778,12
28291,0.002777778,12
28292,0.002777778,12
28293,0,11.9
28294,0,11.9
28295,0,11.9
28296,0,11.9
28297,0,11.7
28298,0,11.7
28299,0,11.7
28300,0,11.7
28301,0,11.6
28302,0,11.6
28303,0,11.6
28304,0,11.6
28305,0,11.4
28306,0,11.4
28307,0,11.4
28308,0,11.4
28309,0,11.2
28310,0,11.2
28311,0,11.2
28312,0,11.2
28313,0,11.1
28314,0,11.1
28315,0,11.1
28316,0,11.1
28317,0,10.9
28318,0,10.9
28319,0,10.9
28320,0,10.9
28321,0,10.6
28322,0,10.6
28323,0,10.6
28324,0,10.6
28325,0,10.3
28326,0,10.3
28327,0,10.3
28328,0,10.3
28329,0,10
28330,0,10
28331,0,10
28332,0,10
28333,0,9.8
28334,0,9.8
28335,0,9.8
28336,0,9.8
28337,0,9.7
28338,0,9.7
28339,0,9.7
28340,0,9.7
28341,0,9.6
28342,0,9.6
28343,0,9.6
28344,0,9.6
28345,0.005555556,9.5
28346,0.005555556,9.5
28347,0.005555556,9.5
28348,0.005555556,9.5
28349,0.044444444,9.8
28350,0.044444444,9.8
28351,0.044444444,9.8
28352,0.044444444,9.8
28353,0.058333333,12
28354,0.058333333,12
28355,0.058333333,12
28356,0.058333333,12
28357,0.063888889,14
28358,0.063888889,14
28359,0.063888889,14
28360,0.063888889,14
28361,0.113888889,16.1
28362,0.113888889,16.1
28363,0.113888889,16.1
28364,0.113888889,16.1
28365,0.205555556,17.9
28366,0.205555556,17.9
28367,0.205555556,17.9
28368,0.205555556,17.9
28369,0.219444444,19
28370,0.219444444,19
28371,0.219444444,19
28372,0.219444444,19
28373,0.236111111,19.7
28374,0.236111111,19.7
28375,0.236111111,19.7
28376,0.236111111,19.7
28377,0.127777778,19.7
28378,0.127777778,19.7
28379,0.127777778,19.7
28380,0.127777778,19.7
28381,0.022222222,19.2
28382,0.022222222,19.2
28383,0.022222222,19.2
28384,0.022222222,19.2
28385,0.005555556,17.9
28386,0.005555556,17.9
28387,0.005555556,17.9
28388,0.005555556,17.9
28389,0,16.6
28390,0,16.6
28391,0,16.6
28392,0,16.6
28393,0,15.9
28394,0,15.9
28395,0,15.9
28396,0,15.9
28397,0,15.3
28398,0,15.3
28399,0,15.3
28400,0,15.3
28401,0,14.6
28402,0,14.6
28403,0,14.6
28404,0,14.6
28405,0,14
28406,0,14
28407,0,14
28408,0,14
28409,0,13.3
28410,0,13.3
28411,0,13.3
28412,0,13.3
28413,0,12.7
28414,0,12.7
28415,0,12.7
28416,0,12.7
28417,0,11.9
28418,0,11.9
28419,0,11.9
28420,0,11.9
28421,0,11.1
28422,0,11.1
28423,0,11.1
28424,0,11.1
28425,0,10.3
28426,0,10.3
28427,0,10.3
28428,0,10.3
28429,0,9.9
28430,0,9.9
28431,0,9.9
28432,0,9.9
28433,0,9.4
28434,0,9.4
28435,0,9.4
28436,0,9.4
28437,0,9.1
28438,0,9.1
28439,0,9.1
28440,0,9.1
28441,0.002777778,8.8
28442,0.002777778,8.8
28443,0.002777778,8.8
28444,0.002777778,8.8
28445,0.05,8.9
28446,0.05,8.9
28447,0.05,8.9
28448,0.05,8.9
28449,0.097222222,10.2
28450,0.097222222,10.2
28451,0.097222222,10.2
28452,0.097222222,10.2
28453,0.227777778,11.6
28454,0.227777778,11.6
28455,0.227777778,11.6
28456,0.227777778,11.6
28457,0.202777778,13.3
28458,0.202777778,13.3
28459,0.202777778,13.3
28460,0.202777778,13.3
28461,0.15,14.6
28462,0.15,14.6
28463,0.15,14.6
28464,0.15,14.6
28465,0.063888889,15.7
28466,0.063888889,15.7
28467,0.063888889,15.7
28468,0.063888889,15.7
28469,0.152777778,16.1
28470,0.152777778,16.1
28471,0.152777778,16.1
28472,0.152777778,16.1
28473,0.155555556,16.3
28474,0.155555556,16.3
28475,0.155555556,16.3
28476,0.155555556,16.3
28477,0.063888889,16.2
28478,0.063888889,16.2
28479,0.063888889,16.2
28480,0.063888889,16.2
28481,0.005555556,15.2
28482,0.005555556,15.2
28483,0.005555556,15.2
28484,0.005555556,15.2
28485,0,14
28486,0,14
28487,0,14
28488,0,14
28489,0,13.5
28490,0,13.5
28491,0,13.5
28492,0,13.5
28493,0,13.1
28494,0,13.1
28495,0,13.1
28496,0,13.1
28497,0,12.6
28498,0,12.6
28499,0,12.6
28500,0,12.6
28501,0,12.1
28502,0,12.1
28503,0,12.1
28504,0,12.1
28505,0,11.6
28506,0,11.6
28507,0,11.6
28508,0,11.6
28509,0,11.1
28510,0,11.1
28511,0,11.1
28512,0,11.1
28513,0,10.9
28514,0,10.9
28515,0,10.9
28516,0,10.9
28517,0,10.7
28518,0,10.7
28519,0,10.7
28520,0,10.7
28521,0,10.5
28522,0,10.5
28523,0,10.5
28524,0,10.5
28525,0,10.4
28526,0,10.4
28527,0,10.4
28528,0,10.4
28529,0,10.3
28530,0,10.3
28531,0,10.3
28532,0,10.3
28533,0,10.2
28534,0,10.2
28535,0,10.2
28536,0,10.2
28537,0.005555556,10.1
28538,0.005555556,10.1
28539,0.005555556,10.1
28540,0.005555556,10.1
28541,0.052777778,10.2
28542,0.052777778,10.2
28543,0.052777778,10.2
28544,0.052777778,10.2
28545,0.119444444,10.7
28546,0.119444444,10.7
28547,0.119444444,10.7
28548,0.119444444,10.7
28549,0.116666667,11.2
28550,0.116666667,11.2
28551,0.116666667,11.2
28552,0.116666667,11.2
28553,0.180555556,11.8
28554,0.180555556,11.8
28555,0.180555556,11.8
28556,0.180555556,11.8
28557,0.244444444,12.2
28558,0.244444444,12.2
28559,0.244444444,12.2
28560,0.244444444,12.2
28561,0.272222222,12.3
28562,0.272222222,12.3
28563,0.272222222,12.3
28564,0.272222222,12.3
28565,0.188888889,12.5
28566,0.188888889,12.5
28567,0.188888889,12.5
28568,0.188888889,12.5
28569,0.113888889,12.4
28570,0.113888889,12.4
28571,0.113888889,12.4
28572,0.113888889,12.4
28573,0.047222222,12.1
28574,0.047222222,12.1
28575,0.047222222,12.1
28576,0.047222222,12.1
28577,0.002777778,11.9
28578,0.002777778,11.9
28579,0.002777778,11.9
28580,0.002777778,11.9
28581,0,11.4
28582,0,11.4
28583,0,11.4
28584,0,11.4
28585,0,11.2
28586,0,11.2
28587,0,11.2
28588,0,11.2
28589,0,10.9
28590,0,10.9
28591,0,10.9
28592,0,10.9
28593,0,10.7
28594,0,10.7
28595,0,10.7
28596,0,10.7
28597,0,9.7
28598,0,9.7
28599,0,9.7
28600,0,9.7
28601,0,10
28602,0,10
28603,0,10
28604,0,10
28605,0,9.7
28606,0,9.7
28607,0,9.7
28608,0,9.7
28609,0,9
28610,0,9
28611,0,9
28612,0,9
28613,0,8.4
28614,0,8.4
28615,0,8.4
28616,0,8.4
28617,0,7.6
28618,0,7.6
28619,0,7.6
28620,0,7.6
28621,0,7.3
28622,0,7.3
28623,0,7.3
28624,0,7.3
28625,0,6.8
28626,0,6.8
28627,0,6.8
28628,0,6.8
28629,0,6.7
28630,0,6.7
28631,0,6.7
28632,0,6.7
28633,0.005555556,6.4
28634,0.005555556,6.4
28635,0.005555556,6.4
28636,0.005555556,6.4
28637,0.102777778,6.4
28638,0.102777778,6.4
28639,0.102777778,6.4
28640,0.102777778,6.4
28641,0.213888889,7.1
28642,0.213888889,7.1
28643,0.213888889,7.1
28644,0.213888889,7.1
28645,0.244444444,8
28646,0.244444444,8
28647,0.244444444,8
28648,0.244444444,8
28649,0.191666667,9.1
28650,0.191666667,9.1
28651,0.191666667,9.1
28652,0.191666667,9.1
28653,0.288888889,10.2
28654,0.288888889,10.2
28655,0.288888889,10.2
28656,0.288888889,10.2
28657,0.366666667,10.7
28658,0.366666667,10.7
28659,0.366666667,10.7
28660,0.366666667,10.7
28661,0.275,10.5
28662,0.275,10.5
28663,0.275,10.5
28664,0.275,10.5
28665,0.094444444,10.3
28666,0.094444444,10.3
28667,0.094444444,10.3
28668,0.094444444,10.3
28669,0.05,9.9
28670,0.05,9.9
28671,0.05,9.9
28672,0.05,9.9
28673,0.005555556,9.6
28674,0.005555556,9.6
28675,0.005555556,9.6
28676,0.005555556,9.6
28677,0,8.9
28678,0,8.9
28679,0,8.9
28680,0,8.9
28681,0,8.5
28682,0,8.5
28683,0,8.5
28684,0,8.5
28685,0,8.1
28686,0,8.1
28687,0,8.1
28688,0,8.1
28689,0,7.7
28690,0,7.7
28691,0,7.7
28692,0,7.7
28693,0,7.3
28694,0,7.3
28695,0,7.3
28696,0,7.3
28697,0,6.9
28698,0,6.9
28699,0,6.9
28700,0,6.9
28701,0,6.5
28702,0,6.5
28703,0,6.5
28704,0,6.5
28705,0,6.3
28706,0,6.3
28707,0,6.3
28708,0,6.3
28709,0,6.1
28710,0,6.1
28711,0,6.1
28712,0,6.1
28713,0,5.9
28714,0,5.9
28715,0,5.9
28716,0,5.9
28717,0,5.8
28718,0,5.8
28719,0,5.8
28720,0,5.8
28721,0,5.7
28722,0,5.7
28723,0,5.7
28724,0,5.7
28725,0,5.7
28726,0,5.7
28727,0,5.7
28728,0,5.7
28729,0.005555556,5.6
28730,0.005555556,5.6
28731,0.005555556,5.6
28732,0.005555556,5.6
28733,0.077777778,5.9
28734,0.077777778,5.9
28735,0.077777778,5.9
28736,0.077777778,5.9
28737,0.158333333,7
28738,0.158333333,7
28739,0.158333333,7
28740,0.158333333,7
28741,0.225,9.1
28742,0.225,9.1
28743,0.225,9.1
28744,0.225,9.1
28745,0.163888889,10.6
28746,0.163888889,10.6
28747,0.163888889,10.6
28748,0.163888889,10.6
28749,0.088888889,11.6
28750,0.088888889,11.6
28751,0.088888889,11.6
28752,0.088888889,11.6
28753,0.152777778,12
28754,0.152777778,12
28755,0.152777778,12
28756,0.152777778,12
28757,0.252777778,12
28758,0.252777778,12
28759,0.252777778,12
28760,0.252777778,12
28761,0.175,11.5
28762,0.175,11.5
28763,0.175,11.5
28764,0.175,11.5
28765,0.080555556,10.5
28766,0.080555556,10.5
28767,0.080555556,10.5
28768,0.080555556,10.5
28769,0.002777778,9.8
28770,0.002777778,9.8
28771,0.002777778,9.8
28772,0.002777778,9.8
28773,0,9
28774,0,9
28775,0,9
28776,0,9
28777,0,9
28778,0,9
28779,0,9
28780,0,9
28781,0,9.1
28782,0,9.1
28783,0,9.1
28784,0,9.1
28785,0,9.1
28786,0,9.1
28787,0,9.1
28788,0,9.1
28789,0,9.2
28790,0,9.2
28791,0,9.2
28792,0,9.2
28793,0,9.2
28794,0,9.2
28795,0,9.2
28796,0,9.2
28797,0,9.3
28798,0,9.3
28799,0,9.3
28800,0,9.3
28801,0,9.3
28802,0,9.3
28803,0,9.3
28804,0,9.3
28805,0,9.3
28806,0,9.3
28807,0,9.3
28808,0,9.3
28809,0,9.3
28810,0,9.3
28811,0,9.3
28812,0,9.3
28813,0,9.3
28814,0,9.3
28815,0,9.3
28816,0,9.3
28817,0,9.3
28818,0,9.3
28819,0,9.3
28820,0,9.3
28821,0,9.3
28822,0,9.3
28823,0,9.3
28824,0,9.3
28825,0.005555556,9.4
28826,0.005555556,9.4
28827,0.005555556,9.4
28828,0.005555556,9.4
28829,0.063888889,9.4
28830,0.063888889,9.4
28831,0.063888889,9.4
28832,0.063888889,9.4
28833,0.122222222,10.3
28834,0.122222222,10.3
28835,0.122222222,10.3
28836,0.122222222,10.3
28837,0.236111111,11.8
28838,0.236111111,11.8
28839,0.236111111,11.8
28840,0.236111111,11.8
28841,0.227777778,12.9
28842,0.227777778,12.9
28843,0.227777778,12.9
28844,0.227777778,12.9
28845,0.2,14.3
28846,0.2,14.3
28847,0.2,14.3
28848,0.2,14.3
28849,0.247222222,14.9
28850,0.247222222,14.9
28851,0.247222222,14.9
28852,0.247222222,14.9
28853,0.216666667,15.2
28854,0.216666667,15.2
28855,0.216666667,15.2
28856,0.216666667,15.2
28857,0.080555556,15.4
28858,0.080555556,15.4
28859,0.080555556,15.4
28860,0.080555556,15.4
28861,0.052777778,15.2
28862,0.052777778,15.2
28863,0.052777778,15.2
28864,0.052777778,15.2
28865,0.002777778,14.5
28866,0.002777778,14.5
28867,0.002777778,14.5
28868,0.002777778,14.5
28869,0,13.7
28870,0,13.7
28871,0,13.7
28872,0,13.7
28873,0,13.4
28874,0,13.4
28875,0,13.4
28876,0,13.4
28877,0,13.2
28878,0,13.2
28879,0,13.2
28880,0,13.2
28881,0,12.9
28882,0,12.9
28883,0,12.9
28884,0,12.9
28885,0,12.6
28886,0,12.6
28887,0,12.6
28888,0,12.6
28889,0,12.3
28890,0,12.3
28891,0,12.3
28892,0,12.3
28893,0,12
28894,0,12
28895,0,12
28896,0,12
28897,0,11.6
28898,0,11.6
28899,0,11.6
28900,0,11.6
28901,0,11.2
28902,0,11.2
28903,0,11.2
28904,0,11.2
28905,0,10.8
28906,0,10.8
28907,0,10.8
28908,0,10.8
28909,0,10.6
28910,0,10.6
28911,0,10.6
28912,0,10.6
28913,0,10.4
28914,0,10.4
28915,0,10.4
28916,0,10.4
28917,0,10.2
28918,0,10.2
28919,0,10.2
28920,0,10.2
28921,0.002777778,10.1
28922,0.002777778,10.1
28923,0.002777778,10.1
28924,0.002777778,10.1
28925,0.055555556,10.2
28926,0.055555556,10.2
28927,0.055555556,10.2
28928,0.055555556,10.2
28929,0.102777778,11.9
28930,0.102777778,11.9
28931,0.102777778,11.9
28932,0.102777778,11.9
28933,0.091666667,13.9
28934,0.091666667,13.9
28935,0.091666667,13.9
28936,0.091666667,13.9
28937,0.247222222,15.2
28938,0.247222222,15.2
28939,0.247222222,15.2
28940,0.247222222,15.2
28941,0.291666667,16.3
28942,0.291666667,16.3
28943,0.291666667,16.3
28944,0.291666667,16.3
28945,0.261111111,17.2
28946,0.261111111,17.2
28947,0.261111111,17.2
28948,0.261111111,17.2
28949,0.180555556,17.5
28950,0.180555556,17.5
28951,0.180555556,17.5
28952,0.180555556,17.5
28953,0.077777778,17.5
28954,0.077777778,17.5
28955,0.077777778,17.5
28956,0.077777778,17.5
28957,0.033333333,16.9
28958,0.033333333,16.9
28959,0.033333333,16.9
28960,0.033333333,16.9
28961,0.002777778,15.8
28962,0.002777778,15.8
28963,0.002777778,15.8
28964,0.002777778,15.8
28965,0,14.8
28966,0,14.8
28967,0,14.8
28968,0,14.8
28969,0,14.3
28970,0,14.3
28971,0,14.3
28972,0,14.3
28973,0,13.8
28974,0,13.8
28975,0,13.8
28976,0,13.8
28977,0,13.3
28978,0,13.3
28979,0,13.3
28980,0,13.3
28981,0,12.8
28982,0,12.8
28983,0,12.8
28984,0,12.8
28985,0,12.3
28986,0,12.3
28987,0,12.3
28988,0,12.3
28989,0,11.8
28990,0,11.8
28991,0,11.8
28992,0,11.8
28993,0,11.3
28994,0,11.3
28995,0,11.3
28996,0,11.3
28997,0,10.8
28998,0,10.8
28999,0,10.8
29000,0,10.8
29001,0,10.3
29002,0,10.3
29003,0,10.3
29004,0,10.3
29005,0,10.1
29006,0,10.1
29007,0,10.1
29008,0,10.1
29009,0,9.8
29010,0,9.8
29011,0,9.8
29012,0,9.8
29013,0,9.7
29014,0,9.7
29015,0,9.7
29016,0,9.7
29017,0.008333333,9.5
29018,0.008333333,9.5
29019,0.008333333,9.5
29020,0.008333333,9.5
29021,0.094444444,9.6
29022,0.094444444,9.6
29023,0.094444444,9.6
29024,0.094444444,9.6
29025,0.136111111,11.1
29026,0.136111111,11.1
29027,0.136111111,11.1
29028,0.136111111,11.1
29029,0.219444444,12.8
29030,0.219444444,12.8
29031,0.219444444,12.8
29032,0.219444444,12.8
29033,0.313888889,14.5
29034,0.313888889,14.5
29035,0.313888889,14.5
29036,0.313888889,14.5
29037,0.219444444,15.5
29038,0.219444444,15.5
29039,0.219444444,15.5
29040,0.219444444,15.5
29041,0.152777778,16.3
29042,0.152777778,16.3
29043,0.152777778,16.3
29044,0.152777778,16.3
29045,0.183333333,16.7
29046,0.183333333,16.7
29047,0.183333333,16.7
29048,0.183333333,16.7
29049,0.055555556,16.4
29050,0.055555556,16.4
29051,0.055555556,16.4
29052,0.055555556,16.4
29053,0.036111111,15.8
29054,0.036111111,15.8
29055,0.036111111,15.8
29056,0.036111111,15.8
29057,0,14.8
29058,0,14.8
29059,0,14.8
29060,0,14.8
29061,0,13.8
29062,0,13.8
29063,0,13.8
29064,0,13.8
29065,0,13.4
29066,0,13.4
29067,0,13.4
29068,0,13.4
29069,0,12.9
29070,0,12.9
29071,0,12.9
29072,0,12.9
29073,0,12.4
29074,0,12.4
29075,0,12.4
29076,0,12.4
29077,0,12
29078,0,12
29079,0,12
29080,0,12
29081,0,11.5
29082,0,11.5
29083,0,11.5
29084,0,11.5
29085,0,11.1
29086,0,11.1
29087,0,11.1
29088,0,11.1
29089,0,10.6
29090,0,10.6
29091,0,10.6
29092,0,10.6
29093,0,10.2
29094,0,10.2
29095,0,10.2
29096,0,10.2
29097,0,9.8
29098,0,9.8
29099,0,9.8
29100,0,9.8
29101,0,9.7
29102,0,9.7
29103,0,9.7
29104,0,9.7
29105,0,9.5
29106,0,9.5
29107,0,9.5
29108,0,9.5
29109,0,9.4
29110,0,9.4
29111,0,9.4
29112,0,9.4
29113,0.002777778,9.3
29114,0.002777778,9.3
29115,0.002777778,9.3
29116,0.002777778,9.3
29117,0.047222222,9.3
29118,0.047222222,9.3
29119,0.047222222,9.3
29120,0.047222222,9.3
29121,0.152777778,10.7
29122,0.152777778,10.7
29123,0.152777778,10.7
29124,0.152777778,10.7
29125,0.166666667,11.8
29126,0.166666667,11.8
29127,0.166666667,11.8
29128,0.166666667,11.8
29129,0.269444444,13.2
29130,0.269444444,13.2
29131,0.269444444,13.2
29132,0.269444444,13.2
29133,0.186111111,13.7
29134,0.186111111,13.7
29135,0.186111111,13.7
29136,0.186111111,13.7
29137,0.216666667,14.6
29138,0.216666667,14.6
29139,0.216666667,14.6
29140,0.216666667,14.6
29141,0.080555556,15
29142,0.080555556,15
29143,0.080555556,15
29144,0.080555556,15
29145,0.052777778,14.3
29146,0.052777778,14.3
29147,0.052777778,14.3
29148,0.052777778,14.3
29149,0.022222222,13.4
29150,0.022222222,13.4
29151,0.022222222,13.4
29152,0.022222222,13.4
29153,0,12.7
29154,0,12.7
29155,0,12.7
29156,0,12.7
29157,0,12.1
29158,0,12.1
29159,0,12.1
29160,0,12.1
29161,0,11.6
29162,0,11.6
29163,0,11.6
29164,0,11.6
29165,0,11.1
29166,0,11.1
29167,0,11.1
29168,0,11.1
29169,0,10.5
29170,0,10.5
29171,0,10.5
29172,0,10.5
29173,0,10
29174,0,10
29175,0,10
29176,0,10
29177,0,9.4
29178,0,9.4
29179,0,9.4
29180,0,9.4
29181,0,8.9
29182,0,8.9
29183,0,8.9
29184,0,8.9
29185,0,8
29186,0,8
29187,0,8
29188,0,8
29189,0,7.1
29190,0,7.1
29191,0,7.1
29192,0,7.1
29193,0,6.3
29194,0,6.3
29195,0,6.3
29196,0,6.3
29197,0,5.9
29198,0,5.9
29199,0,5.9
29200,0,5.9
29201,0,5.4
29202,0,5.4
29203,0,5.4
29204,0,5.4
29205,0,5.2
29206,0,5.2
29207,0,5.2
29208,0,5.2
29209,0.005555556,4.9
29210,0.005555556,4.9
29211,0.005555556,4.9
29212,0.005555556,4.9
29213,0.069444444,4.9
29214,0.069444444,4.9
29215,0.069444444,4.9
29216,0.069444444,4.9
29217,0.163888889,6.7
29218,0.163888889,6.7
29219,0.163888889,6.7
29220,0.163888889,6.7
29221,0.255555556,8.7
29222,0.255555556,8.7
29223,0.255555556,8.7
29224,0.255555556,8.7
29225,0.347222222,11.3
29226,0.347222222,11.3
29227,0.347222222,11.3
29228,0.347222222,11.3
29229,0.311111111,13.4
29230,0.311111111,13.4
29231,0.311111111,13.4
29232,0.311111111,13.4
29233,0.325,14.2
29234,0.325,14.2
29235,0.325,14.2
29236,0.325,14.2
29237,0.230555556,14.6
29238,0.230555556,14.6
29239,0.230555556,14.6
29240,0.230555556,14.6
29241,0.094444444,14.4
29242,0.094444444,14.4
29243,0.094444444,14.4
29244,0.094444444,14.4
29245,0.033333333,13.9
29246,0.033333333,13.9
29247,0.033333333,13.9
29248,0.033333333,13.9
29249,0,12.5
29250,0,12.5
29251,0,12.5
29252,0,12.5
29253,0,11.9
29254,0,11.9
29255,0,11.9
29256,0,11.9
29257,0,11.4
29258,0,11.4
29259,0,11.4
29260,0,11.4
29261,0,10.8
29262,0,10.8
29263,0,10.8
29264,0,10.8
29265,0,10.3
29266,0,10.3
29267,0,10.3
29268,0,10.3
29269,0,9.7
29270,0,9.7
29271,0,9.7
29272,0,9.7
29273,0,9.1
29274,0,9.1
29275,0,9.1
29276,0,9.1
29277,0,8.6
29278,0,8.6
29279,0,8.6
29280,0,8.6
29281,0,8
29282,0,8
29283,0,8
29284,0,8
29285,0,7.4
29286,0,7.4
29287,0,7.4
29288,0,7.4
29289,0,6.9
29290,0,6.9
29291,0,6.9
29292,0,6.9
29293,0,6.6
29294,0,6.6
29295,0,6.6
29296,0,6.6
29297,0,6.3
29298,0,6.3
29299,0,6.3
29300,0,6.3
29301,0,6.1
29302,0,6.1
29303,0,6.1
29304,0,6.1
29305,0.002777778,5.9
29306,0.002777778,5.9
29307,0.002777778,5.9
29308,0.002777778,5.9
29309,0.069444444,6
29310,0.069444444,6
29311,0.069444444,6
29312,0.069444444,6
29313,0.175,8.2
29314,0.175,8.2
29315,0.175,8.2
29316,0.175,8.2
29317,0.255555556,10.4
29318,0.255555556,10.4
29319,0.255555556,10.4
29320,0.255555556,10.4
29321,0.305555556,12.1
29322,0.305555556,12.1
29323,0.305555556,12.1
29324,0.305555556,12.1
29325,0.366666667,13.1
29326,0.366666667,13.1
29327,0.366666667,13.1
29328,0.366666667,13.1
29329,0.305555556,13.9
29330,0.305555556,13.9
29331,0.305555556,13.9
29332,0.305555556,13.9
29333,0.180555556,14.2
29334,0.180555556,14.2
29335,0.180555556,14.2
29336,0.180555556,14.2
29337,0.119444444,14.6
29338,0.119444444,14.6
29339,0.119444444,14.6
29340,0.119444444,14.6
29341,0.027777778,13.9
29342,0.027777778,13.9
29343,0.027777778,13.9
29344,0.027777778,13.9
29345,0,12.8
29346,0,12.8
29347,0,12.8
29348,0,12.8
29349,0,12.5
29350,0,12.5
29351,0,12.5
29352,0,12.5
29353,0,12.2
29354,0,12.2
29355,0,12.2
29356,0,12.2
29357,0,11.9
29358,0,11.9
29359,0,11.9
29360,0,11.9
29361,0,11.7
29362,0,11.7
29363,0,11.7
29364,0,11.7
29365,0,11.4
29366,0,11.4
29367,0,11.4
29368,0,11.4
29369,0,11.1
29370,0,11.1
29371,0,11.1
29372,0,11.1
29373,0,10.8
29374,0,10.8
29375,0,10.8
29376,0,10.8
29377,0,10.5
29378,0,10.5
29379,0,10.5
29380,0,10.5
29381,0,10.2
29382,0,10.2
29383,0,10.2
29384,0,10.2
29385,0,9.8
29386,0,9.8
29387,0,9.8
29388,0,9.8
29389,0,9.6
29390,0,9.6
29391,0,9.6
29392,0,9.6
29393,0,9.4
29394,0,9.4
29395,0,9.4
29396,0,9.4
29397,0,9.3
29398,0,9.3
29399,0,9.3
29400,0,9.3
29401,0,9.2
29402,0,9.2
29403,0,9.2
29404,0,9.2
29405,0.022222222,9.1
29406,0.022222222,9.1
29407,0.022222222,9.1
29408,0.022222222,9.1
29409,0.063888889,9.6
29410,0.063888889,9.6
29411,0.063888889,9.6
29412,0.063888889,9.6
29413,0.122222222,10.6
29414,0.122222222,10.6
29415,0.122222222,10.6
29416,0.122222222,10.6
29417,0.161111111,11.1
29418,0.161111111,11.1
29419,0.161111111,11.1
29420,0.161111111,11.1
29421,0.191666667,11.6
29422,0.191666667,11.6
29423,0.191666667,11.6
29424,0.191666667,11.6
29425,0.222222222,12.1
29426,0.222222222,12.1
29427,0.222222222,12.1
29428,0.222222222,12.1
29429,0.111111111,12.5
29430,0.111111111,12.5
29431,0.111111111,12.5
29432,0.111111111,12.5
29433,0.061111111,12.6
29434,0.061111111,12.6
29435,0.061111111,12.6
29436,0.061111111,12.6
29437,0.019444444,12.5
29438,0.019444444,12.5
29439,0.019444444,12.5
29440,0.019444444,12.5
29441,0,11.9
29442,0,11.9
29443,0,11.9
29444,0,11.9
29445,0,11.6
29446,0,11.6
29447,0,11.6
29448,0,11.6
29449,0,11.4
29450,0,11.4
29451,0,11.4
29452,0,11.4
29453,0,11.1
29454,0,11.1
29455,0,11.1
29456,0,11.1
29457,0,10.8
29458,0,10.8
29459,0,10.8
29460,0,10.8
29461,0,10.6
29462,0,10.6
29463,0,10.6
29464,0,10.6
29465,0,10.3
29466,0,10.3
29467,0,10.3
29468,0,10.3
29469,0,10.1
29470,0,10.1
29471,0,10.1
29472,0,10.1
29473,0,9.9
29474,0,9.9
29475,0,9.9
29476,0,9.9
29477,0,9.8
29478,0,9.8
29479,0,9.8
29480,0,9.8
29481,0,9.7
29482,0,9.7
29483,0,9.7
29484,0,9.7
29485,0,9.7
29486,0,9.7
29487,0,9.7
29488,0,9.7
29489,0,9.6
29490,0,9.6
29491,0,9.6
29492,0,9.6
29493,0,9.7
29494,0,9.7
29495,0,9.7
29496,0,9.7
29497,0.002777778,9.5
29498,0.002777778,9.5
29499,0.002777778,9.5
29500,0.002777778,9.5
29501,0.047222222,9.8
29502,0.047222222,9.8
29503,0.047222222,9.8
29504,0.047222222,9.8
29505,0.172222222,10.6
29506,0.172222222,10.6
29507,0.172222222,10.6
29508,0.172222222,10.6
29509,0.183333333,11.7
29510,0.183333333,11.7
29511,0.183333333,11.7
29512,0.183333333,11.7
29513,0.186111111,12.9
29514,0.186111111,12.9
29515,0.186111111,12.9
29516,0.186111111,12.9
29517,0.141666667,14
29518,0.141666667,14
29519,0.141666667,14
29520,0.141666667,14
29521,0.1,14
29522,0.1,14
29523,0.1,14
29524,0.1,14
29525,0.052777778,15.1
29526,0.052777778,15.1
29527,0.052777778,15.1
29528,0.052777778,15.1
29529,0.058333333,15.3
29530,0.058333333,15.3
29531,0.058333333,15.3
29532,0.058333333,15.3
29533,0.033333333,15
29534,0.033333333,15
29535,0.033333333,15
29536,0.033333333,15
29537,0.002777778,14.2
29538,0.002777778,14.2
29539,0.002777778,14.2
29540,0.002777778,14.2
29541,0,13.8
29542,0,13.8
29543,0,13.8
